2019-09-06 17:28:13	1	12345678	200000	2	1000
2019-09-06 17:28:33	1	12345678	200000	3	1010
2019-09-06 17:28:48	1	12345678	200000	3	1020
2019-09-06 17:29:08	1	12345678	200000	5	1030
2019-09-06 17:31:19	1	12345678	200000	6	1040
2019-09-06 17:31:42	1	12345678	200000	8	1050
2019-09-06 17:32:15	1	12345678	200000	10	1051
2019-09-06 17:32:27	1	12345678	200000	10	1060
2019-09-06 17:32:35	1	12345678	200000	11	1061
2019-09-06 17:33:17	1	12345678	200000	11	1070
2019-09-06 17:38:45	1	12345678	200001	2	1000
2019-09-06 17:47:30	1	123896548	200002	2	1000
2019-09-06 17:47:41	1	123896548	200002	3	1010
2019-09-06 17:50:49	1	123896548	200002	3	1020
2019-09-06 17:51:14	1	123896548	200002	5	1030
2019-09-06 17:52:43	1	12345678	200001	3	1010
2019-09-06 17:52:58	1	12345678	200001	3	1020
2019-09-06 17:53:13	1	123896548	200002	6	1040
2019-09-06 17:53:43	1	12345678	200001	5	1030
2019-09-06 17:53:44	1	123896548	200002	8	1050
2019-09-06 17:54:31	1	123896548	200002	10	1051
2019-09-06 17:54:41	1	123896548	200002	10	1060
2019-09-06 17:55:09	1	123896548	200002	11	1061
2019-09-06 17:55:39	1	12345678	200001	6	1040
2019-09-06 17:55:49	1	123896548	200002	11	1070
2019-09-06 17:56:26	1	123896548	200002	12	1071
2019-09-06 17:56:27	1	123896548	200002	12	1080
2019-09-06 17:56:42	1	12345678	200001	8	1050
2019-09-06 17:57:06	1	123896548	200002	13	1090
2019-09-06 17:57:18	1	12345678	200001	10	1051
2019-09-06 17:57:37	1	123896548	200002	15	1100
2019-09-06 17:57:51	1	12345678	200001	10	1060
2019-09-06 17:57:58	1	123896548	200002	17	1110
2019-09-06 17:57:59	1	12345678	200001	11	1061
2019-09-06 17:58:10	1	12345678	200001	11	1070
2019-09-06 17:58:19	1	12345678	200001	12	1071
2019-09-06 17:58:21	1	12345678	200001	12	1080
2019-09-06 17:58:30	1	123896548	200002	19	1120
2019-09-06 17:58:48	1	12345678	200001	13	1090
2019-09-06 17:58:51	1	123896548	200002	21	1130
2019-09-06 17:59:00	1	123896548	200002	22	1140
2019-09-06 17:59:27	1	12345678	200001	15	1100
