2019-12-11 09:44:13	1 111	200045	1	192.168.0.187.55513 
2019-12-11 09:46:28	1 111	200045	1	192.168.0.187.55597 
2019-12-11 10:04:25	1 111	200045	1	192.168.0.187.55728 
2019-12-11 10:05:38	1 111	200045	1	192.168.0.187.55756 
2019-12-11 10:07:10	1 111	200045	1	192.168.0.187.55772 
2019-12-11 10:18:38	1 111	200045	1	192.168.0.187.55840 
2019-12-11 10:19:29	1 111	200045	1	192.168.0.187.55849 
2019-12-11 11:45:05	1 4096	200052	1	192.168.0.116.54560 
2019-12-11 11:55:59	1 4096	200052	1	192.168.0.116.55358 
2019-12-11 15:07:17	1 512	200053	1	192.168.0.116.12065 
2019-12-11 15:13:47	1 1516	200054	1	192.168.0.116.12731 
2019-12-11 15:14:25	1 1516	200054	1	192.168.0.116.12855 
2019-12-11 15:17:42	1 251	200055	1	192.168.0.116.13026 
2019-12-11 15:18:18	1 251	200055	1	192.168.0.116.13165 
2019-12-11 16:10:15	1 111	200045	1	192.168.0.187.62690 
2019-12-11 16:10:34	1 111	200045	1	192.168.0.187.62739 
2019-12-11 16:50:59	1 111	200045	1	192.168.0.187.63037 
2019-12-11 16:58:20	1 111	200045	1	192.168.0.187.63103 
2019-12-11 16:59:10	1 111	200045	1	192.168.0.187.63119 
2019-12-11 17:00:18	1 111	200045	1	192.168.0.187.63133 
2019-12-11 17:00:48	1 111	200045	1	192.168.0.187.63140 
2019-12-11 17:06:36	1 111	200045	1	192.168.0.187.63190 
2019-12-11 17:15:53	1 111	200045	1	192.168.0.187.63288 
