2019-12-11 09:44:27	1	111	200045	1	192.168.0.187.55513  0
2019-12-11 09:47:48	1	111	200045	1	192.168.0.187.55597  0
2019-12-11 10:05:05	1	111	200045	1	192.168.0.187.55728  0
2019-12-11 10:06:32	1	111	200045	1	192.168.0.187.55756  0
2019-12-11 10:12:28	1	111	200045	1	192.168.0.187.55772  0
2019-12-11 10:19:08	1	111	200045	1	192.168.0.187.55840  0
2019-12-11 10:21:24	1	111	200045	1	192.168.0.187.55849  1
2019-12-11 11:47:31	1	4096	200052	1	192.168.0.116.54560  0
2019-12-11 11:59:19	1	4096	200052	1	192.168.0.116.55358  0
2019-12-11 15:08:40	1	512	200053	1	192.168.0.116.12065  0
2019-12-11 15:14:11	1	1516	200054	1	192.168.0.116.12731  0
2019-12-11 15:18:03	1	251	200055	1	192.168.0.116.13026  3
2019-12-11 15:31:16	1	251	200055	1	192.168.0.116.13165  27
2019-12-11 16:10:16	1	111	200045	1	192.168.0.187.62690  0
2019-12-11 16:11:15	1	111	200045	1	192.168.0.187.62739  0
2019-12-11 16:52:10	1	111	200045	1	192.168.0.187.63037  0
2019-12-11 16:58:35	1	111	200045	1	192.168.0.187.63103  0
2019-12-11 16:59:47	1	111	200045	1	192.168.0.187.63119  0
2019-12-11 17:00:31	1	111	200045	1	192.168.0.187.63133  0
2019-12-11 17:04:25	1	111	200045	1	192.168.0.187.63140  0
2019-12-11 17:07:00	1	111	200045	1	192.168.0.187.63190  0
2019-12-11 17:16:13	1	111	200045	1	192.168.0.187.63288  0
