2019-12-06 09:57:37	1	1024	200047	1	192.168.0.116.21959  2
2019-12-06 09:57:38	1	9527	200046	1	192.168.0.116.22159  8
2019-12-06 10:28:58	1	111	200045	1	192.168.0.134.64958  0
2019-12-06 10:37:14	1	111	200045	1	192.168.0.134.65220  0
2019-12-06 10:53:37	1	111	200045	1	192.168.0.134.49443  0
2019-12-06 11:00:00	1	111	200045	1	192.168.0.134.49648  0
2019-12-06 11:00:17	1	111	200045	1	192.168.0.134.49684  0
2019-12-06 11:04:06	1	111	200045	1	192.168.0.134.49811  0
2019-12-06 11:07:06	1	111	200045	1	192.168.0.134.49915  0
2019-12-06 11:09:42	1	111	200045	1	192.168.0.134.50003  0
2019-12-06 11:11:16	1	111	200045	1	192.168.0.134.50029  0
2019-12-06 11:15:27	1	111	200045	1	192.168.0.134.50194  7
2019-12-06 14:23:56	1	456	200050	1	192.168.0.134.54777  4
2019-12-06 14:23:58	1	123	200049	1	192.168.0.134.54757  11
2019-12-06 18:08:29	1	111	200045	1	192.168.0.134.58033  0
2019-12-06 18:09:05	1	111	200045	1	192.168.0.134.58055  0
2019-12-06 18:10:20	1	111	200045	1	192.168.0.134.58076  0
2019-12-06 18:11:05	1	111	200045	1	192.168.0.134.58091  0
2019-12-06 18:12:46	1	111	200045	1	192.168.0.134.58110  0
2019-12-06 18:19:46	1	111	200045	1	192.168.0.134.58297  0
