2019-12-06 09:52:24	1 1024	200047	1	192.168.0.116.21959 
2019-12-06 09:52:42	1 9527	200046	1	192.168.0.116.22159 
2019-12-06 10:01:31	1 111	200045	1	192.168.0.134.63950 
2019-12-06 10:28:04	1 111	200045	1	192.168.0.134.64958 
2019-12-06 10:35:29	1 111	200045	1	192.168.0.134.65220 
2019-12-06 10:53:26	1 111	200045	1	192.168.0.134.49443 
2019-12-06 10:59:29	1 111	200045	1	192.168.0.134.49648 
2019-12-06 11:00:07	1 111	200045	1	192.168.0.134.49684 
2019-12-06 11:03:56	1 111	200045	1	192.168.0.134.49811 
2019-12-06 11:06:45	1 111	200045	1	192.168.0.134.49915 
2019-12-06 11:09:19	1 111	200045	1	192.168.0.134.50003 
2019-12-06 11:09:52	1 111	200045	1	192.168.0.134.50029 
2019-12-06 11:14:48	1 111	200045	1	192.168.0.134.50194 
2019-12-06 14:22:23	1 123	200049	1	192.168.0.134.54757 
2019-12-06 14:23:31	1 456	200050	1	192.168.0.134.54777 
2019-12-06 14:27:08	1 123123	200051	1	192.168.0.188.14320 
2019-12-06 18:07:40	1 111	200045	1	192.168.0.134.58033 
2019-12-06 18:08:55	1 111	200045	1	192.168.0.134.58055 
2019-12-06 18:10:10	1 111	200045	1	192.168.0.134.58076 
2019-12-06 18:10:54	1 111	200045	1	192.168.0.134.58091 
2019-12-06 18:12:12	1 111	200045	1	192.168.0.134.58110 
2019-12-06 18:19:30	1 111	200045	1	192.168.0.134.58297 
