2019-11-21 10:55:44	1 1	200016	1	192.168.0.134.50603 
2019-11-21 10:59:56	1 1	200016	1	192.168.0.134.50642 
2019-11-21 11:01:42	1 2	200017	1	192.168.0.134.50393 
2019-11-21 11:14:10	1 1	200016	1	192.168.0.134.51042 
2019-11-21 14:25:20	1 2	200017	1	192.168.0.134.52343 
2019-11-21 14:36:54	1 2	200017	1	192.168.0.134.52379 
2019-11-21 14:39:00	1 2	200017	1	192.168.0.134.52402 
2019-11-21 14:50:12	1 2	200017	1	192.168.0.134.52493 
2019-11-21 14:53:28	1 2	200017	1	192.168.0.134.52520 
2019-11-21 14:57:36	1 2	200017	1	192.168.0.134.52831 
2019-11-21 15:03:09	1 2	200017	1	192.168.0.134.52973 
2019-11-21 15:05:48	1 2	200017	1	192.168.0.134.52987 
2019-11-21 15:08:09	1 2	200017	1	192.168.0.134.53077 
2019-11-21 15:09:11	1 2	200017	1	192.168.0.134.53095 
2019-11-21 15:11:33	1 2	200017	1	192.168.0.134.53111 
2019-11-21 15:19:12	1 2	200017	1	192.168.0.134.53210 
2019-11-21 18:31:45	1 8	200025	1	192.168.0.134.62466 
2019-11-21 18:31:45	1 222	200023	1	192.168.0.134.55471 
2019-11-21 18:48:21	1 444	200026	1	192.168.0.134.55636 
2019-11-21 18:54:16	1 444	200026	1	192.168.0.134.55674 
2019-11-21 18:56:28	1 444	200026	1	192.168.0.134.55688 
2019-11-21 19:02:33	1 444	200026	1	192.168.0.134.55737 
2019-11-21 19:10:48	1 444	200026	1	192.168.0.134.55790 
2019-11-21 19:38:38	1 444	200026	1	192.168.0.134.55979 
2019-11-21 19:41:49	1 333	200021	1	192.168.0.134.56013 
2019-11-21 19:47:09	1 444	200026	1	192.168.0.134.56062 
2019-11-21 19:56:04	1 444	200026	1	192.168.0.134.56158 
2019-11-21 20:00:19	1 333	200021	1	192.168.0.134.56187 
2019-11-21 20:02:35	1 222	200023	1	192.168.0.134.56219 
2019-11-21 20:07:49	1 222	200023	1	192.168.0.134.56257 
2019-11-21 20:10:00	1 444	200026	1	192.168.0.134.56276 
2019-11-21 20:12:00	1 333	200021	1	192.168.0.134.56303 
2019-11-21 20:47:24	1 222	200023	1	192.168.0.134.56474 
2019-11-21 20:58:48	1 333	200021	1	192.168.0.134.56509 
2019-11-21 21:06:11	1 222	200023	1	192.168.0.134.56563 
2019-11-21 21:12:46	1 111	200020	1	192.168.0.134.56607 
2019-11-21 21:18:17	1 111	200020	1	192.168.0.134.56636 
