2019-11-21 10:59:14	1	1	200016	1	192.168.0.134.50603  0
2019-11-21 11:01:24	1	1	200016	1	192.168.0.134.50642  0
2019-11-21 11:08:18	1	2	200017	1	192.168.0.134.50393  0
2019-11-21 11:19:26	1	1	200016	1	192.168.0.134.51042  0
2019-11-21 14:26:06	1	2	200017	1	192.168.0.134.52343  0
2019-11-21 14:38:41	1	2	200017	1	192.168.0.134.52379  0
2019-11-21 14:40:22	1	2	200017	1	192.168.0.134.52402  0
2019-11-21 14:52:49	1	2	200017	1	192.168.0.134.52493  0
2019-11-21 14:57:25	1	2	200017	1	192.168.0.134.52520  0
2019-11-21 15:02:54	1	2	200017	1	192.168.0.134.52831  0
2019-11-21 15:05:32	1	2	200017	1	192.168.0.134.52973  0
2019-11-21 15:05:53	1	2	200017	1	192.168.0.134.52987  0
2019-11-21 15:08:35	1	2	200017	1	192.168.0.134.53077  0
2019-11-21 15:10:16	1	2	200017	1	192.168.0.134.53095  0
2019-11-21 15:13:30	1	2	200017	1	192.168.0.134.53111  0
