2019-09-07 10:15:25	1	123896548	200003	3	4	0	1	12350	4250
2019-09-07 10:15:39	1	123896548	200003	4	5	40	1	9950	3650
2019-09-07 10:16:31	1	123896548	200003	5	6	124	1	5350	5950
2019-09-07 10:19:25	1	123896548	200003	6	8	210	1	3450	11350
2019-09-07 10:21:12	1	123896548	200003	8	10	298	1	5350	11350
2019-09-07 10:21:30	1	123896548	200003	10	11	298	1	9250	10050
2019-09-07 10:21:45	1	123896548	200003	11	12	298	1	12650	11050
2019-09-07 10:24:16	1	123896548	200003	12	13	298	1	10450	15350
2019-09-07 13:39:14	1	123896548	200003	13	15	436	1	10750	17050
2019-09-07 13:40:14	1	123896548	200002	61	62	7403	1	12650	12950
2019-09-07 13:41:30	1	123896548	200002	62	63	7393	3	3650	2250
2019-09-07 13:41:59	1	123896548	200002	63	64	7393	3	3650	5050
2019-09-07 13:43:41	1	123896548	200002	64	66	8773	3	5050	8450
2019-09-07 13:44:00	1	123896548	200002	66	68	8773	3	9250	4950
2019-09-07 13:46:28	1	123896548	200002	68	69	336687	3	9250	4950
2019-09-07 13:49:55	1	123896548	200002	69	70	16363	3	6850	2050
2019-09-07 13:54:14	1	123896548	200002	70	71	52483	3	4250	3550
2019-09-07 13:54:25	1	123896548	200002	71	72	52483	3	3050	3650
2019-09-07 13:54:48	1	123896548	200002	72	74	69833	3	1550	3750
2019-09-07 13:54:50	1	123896548	200002	74	75	77073	3	1550	3750
2019-09-07 13:59:08	1	123896548	200002	75	76	114243	3	2650	3250
2019-09-07 13:59:12	1	123896548	200002	76	78	109203	3	13150	2750
2019-09-07 14:01:27	1	123896548	200002	78	79	665201	3	12750	5450
2019-09-07 14:03:38	1	123896548	200002	79	81	527361	3	10850	8350
2019-09-07 14:03:40	1	123896548	200002	81	82	194401	3	10850	8350
2019-09-07 14:08:18	1	123896548	200002	82	83	387541	3	10350	11350
2019-09-07 14:08:20	1	123896548	200002	83	84	454731	3	10350	11350
2019-09-07 14:09:59	1	123896548	200002	84	85	596291	39	3350	6050
2019-09-07 14:10:24	1	123896548	200002	85	88	862551	3	10750	11350
2019-09-07 14:10:33	1	123896548	200002	88	89	126931	3	10750	11350
2019-09-07 14:11:16	1	123896548	200002	89	90	293311	1	12250	12950
2019-09-07 14:11:29	1	123896548	200002	90	91	221231	1	12937	11163
2019-09-07 14:12:59	1	123896548	200002	91	94	1068331	185	5450	2450
2019-09-07 14:15:00	1	123896548	200002	94	100	2349731	1	10650	10650
2019-09-07 14:18:16	1	123896548	200002	1	44	146991	1	10550	11350
2019-09-07 14:18:53	1	123896548	200002	44	45	7751	4	13428	2050
2019-09-07 14:21:04	1	123896548	200002	45	46	27416	4	8750	2250
2019-09-07 14:23:28	1	123896548	200002	46	47	14948	4	4450	655
2019-09-07 17:18:55	1	123456789	200005	1	2	0	1	11050	12050
2019-09-07 17:19:08	1	123456789	200005	2	3	10	1	12350	8750
2019-09-07 17:19:31	1	123456789	200005	3	4	40	1	12450	4050
2019-09-07 17:19:39	1	123456789	200005	4	5	120	1	9950	3650
