2019-10-21 09:57:39	1 1111	200012	6	192.168.2.243.61772 
2019-10-21 09:58:55	1 1111	200012	6	192.168.2.243.61799 
2019-10-21 09:59:35	1 aaa	200011	3	192.168.2.150.49846 
2019-10-21 10:04:57	1 aaa	200011	3	192.168.2.150.49962 
2019-10-21 10:16:11	1 1111	200012	6	192.168.2.243.62480 
2019-10-21 10:17:53	1 1111	200012	6	192.168.2.243.62500 
2019-10-21 10:55:35	1 1111	200012	6	192.168.2.243.64415 
2019-10-21 11:09:28	1 1111	200012	6	192.168.2.243.64710 
2019-10-21 11:14:43	1 1111	200012	6	192.168.2.243.64827 
2019-10-21 11:16:30	1 1111	200012	6	192.168.2.243.64890 
2019-10-21 11:22:12	1 1111	200012	6	192.168.2.243.65063 
2019-10-21 11:25:17	1 1111	200012	6	192.168.2.243.65122 
2019-10-21 11:38:22	1 1111	200012	6	192.168.2.243.65498 
2019-10-21 16:02:35	1 1111	200012	6	192.168.2.243.58342 
2019-10-21 16:03:23	1 1111	200012	6	192.168.2.243.58368 
2019-10-21 16:58:20	1 1111	200012	6	192.168.2.243.59887 
2019-10-21 17:00:40	1 aaa	200011	3	192.168.2.150.64009 
2019-10-21 17:07:06	1 aaa	200011	3	192.168.2.150.64047 
2019-10-21 17:09:31	1 1111	200012	6	192.168.2.243.60057 
2019-10-21 17:15:57	1 1111	200012	6	192.168.2.243.60103 
2019-10-21 17:17:53	1 aaa	200011	3	192.168.2.150.64148 
2019-10-21 17:19:13	1 1111	200012	6	192.168.2.243.60291 
2019-10-21 17:33:01	1 aaa	200011	3	192.168.2.150.64239 
2019-10-21 17:42:04	1 aaa	200011	3	192.168.2.150.64303 
2019-10-21 17:43:33	1 aaa	200011	3	192.168.2.150.64326 
2019-10-21 17:44:03	1 aaa	200011	3	192.168.2.150.64347 
2019-10-21 17:45:40	1 1111	200012	6	192.168.2.243.60682 
2019-10-21 18:08:27	1 1111	200012	6	192.168.2.243.61532 
2019-10-21 18:37:31	1 1111	200012	6	192.168.2.243.62720 
