2019-10-21 09:57:46	1	1111	200012	6	192.168.2.243.61772  0
2019-10-21 10:01:50	1	1111	200012	6	192.168.2.243.61799  0
2019-10-21 10:03:59	1	aaa	200011	3	192.168.2.150.49846  0
2019-10-21 10:11:40	1	aaa	200011	3	192.168.2.150.49962  0
2019-10-21 10:17:24	1	1111	200012	6	192.168.2.243.62480  0
2019-10-21 10:20:26	1	1111	200012	6	192.168.2.243.62500  0
2019-10-21 10:58:34	1	1111	200012	6	192.168.2.243.64415  0
2019-10-21 11:14:26	1	1111	200012	6	192.168.2.243.64710  0
2019-10-21 11:14:49	1	1111	200012	6	192.168.2.243.64827  0
2019-10-21 11:17:28	1	1111	200012	6	192.168.2.243.64890  0
2019-10-21 11:24:34	1	1111	200012	6	192.168.2.243.65063  0
2019-10-21 11:26:22	1	1111	200012	6	192.168.2.243.65122  0
2019-10-21 11:49:26	1	1111	200012	6	192.168.2.243.65498  0
2019-10-21 16:02:41	1	1111	200012	6	192.168.2.243.58342  0
2019-10-21 16:03:32	1	1111	200012	6	192.168.2.243.58368  0
2019-10-21 17:06:02	1	1111	200012	6	192.168.2.243.59887  4
2019-10-21 17:06:18	1	aaa	200011	3	192.168.2.150.64009  5
2019-10-21 17:10:11	1	1111	200012	6	192.168.2.243.60057  0
2019-10-21 17:16:07	1	aaa	200011	3	192.168.2.150.64047  0
2019-10-21 17:16:16	1	1111	200012	6	192.168.2.243.60103  0
2019-10-21 17:32:46	1	aaa	200011	3	192.168.2.150.64148  0
2019-10-21 17:41:26	1	aaa	200011	3	192.168.2.150.64239  10
2019-10-21 17:42:58	1	aaa	200011	3	192.168.2.150.64303  0
2019-10-21 17:43:47	1	aaa	200011	3	192.168.2.150.64326  0
2019-10-21 17:43:53	1	1111	200012	6	192.168.2.243.60291  0
2019-10-21 17:47:21	1	aaa	200011	3	192.168.2.150.64347  0
2019-10-21 17:53:27	1	1111	200012	6	192.168.2.243.60682  0
2019-10-21 18:08:48	1	1111	200012	6	192.168.2.243.61532  0
2019-10-21 18:37:37	1	1111	200012	6	192.168.2.243.62720  0
