2019-12-03 10:14:31	1 1024	200047	1	192.168.0.116.2615 
2019-12-03 10:17:26	1 1024	200047	1	192.168.0.116.2968 
2019-12-03 10:28:39	1 1024	200047	1	192.168.0.116.4068 
2019-12-03 10:29:17	1 1024	200047	1	192.168.0.116.4234 
2019-12-03 10:30:36	1 111	200045	1	192.168.0.134.56914 
2019-12-03 10:45:16	1 111	200045	1	192.168.0.134.57726 
2019-12-03 10:59:04	1 1024	200047	1	192.168.0.116.6984 
2019-12-03 11:04:13	1 1024	200047	1	192.168.0.116.7527 
2019-12-03 11:10:45	1 1024	200047	1	192.168.0.116.8066 
2019-12-03 11:13:07	1 1024	200047	1	192.168.0.116.8309 
2019-12-03 11:13:40	1 9527	200046	1	192.168.0.116.8383 
2019-12-03 11:53:08	1 9527	200046	1	192.168.0.116.10643 
2019-12-03 11:53:38	1 1024	200047	1	192.168.0.116.10715 
2019-12-03 11:57:17	1 1024	200047	1	192.168.0.116.11049 
2019-12-03 11:57:42	1 9527	200046	1	192.168.0.116.11091 
2019-12-03 13:13:44	1 9527	200046	1	192.168.0.116.19316 
2019-12-03 13:36:18	1 9527	200046	1	192.168.0.116.20004 
2019-12-03 14:04:15	1 9527	200046	1	192.168.0.116.22254 
2019-12-03 14:12:50	1 9527	200046	1	192.168.0.116.22668 
2019-12-03 14:28:38	1 9527	200046	1	192.168.0.116.23744 
2019-12-03 14:36:29	1 9527	200046	1	192.168.0.116.24110 
2019-12-03 14:50:28	1 9527	200046	1	192.168.0.116.24924 
2019-12-03 14:52:09	1 1024	200047	1	192.168.0.116.25124 
2019-12-03 15:04:57	1 1024	200047	1	192.168.0.116.25871 
2019-12-03 15:06:15	1 9527	200046	1	192.168.0.116.26048 
2019-12-03 15:28:56	1 1024	200047	1	192.168.0.116.28024 
2019-12-03 15:29:39	1 9527	200046	1	192.168.0.116.28091 
2019-12-03 16:23:38	1 9527	200046	1	192.168.0.116.32875 
2019-12-03 16:24:04	1 1024	200047	1	192.168.0.116.32929 
2019-12-03 16:38:34	1 1024	200047	1	192.168.0.116.34298 
2019-12-03 16:42:53	1 9527	200046	1	192.168.0.116.34684 
2019-12-03 16:43:29	1 1024	200047	1	192.168.0.116.34765 
2019-12-03 17:02:01	1 1024	200047	1	192.168.0.116.35929 
2019-12-03 17:03:16	1 9527	200046	1	192.168.0.116.36037 
2019-12-03 17:29:42	1 9527	200046	1	192.168.0.116.36829 
2019-12-03 17:30:30	1 1024	200047	1	192.168.0.116.36919 
2019-12-03 18:50:44	1 1024	200047	1	192.168.0.116.44625 
