2019-12-03 10:17:13	1	1024	200047	1	192.168.0.116.2615  0
2019-12-03 10:26:43	1	1024	200047	1	192.168.0.116.2968  0
2019-12-03 10:28:44	1	1024	200047	1	192.168.0.116.4068  0
2019-12-03 10:32:21	1	1024	200047	1	192.168.0.116.4234  0
2019-12-03 10:46:29	1	111	200045	1	192.168.0.134.57726  0
2019-12-03 12:05:31	1	1024	200047	1	192.168.0.116.11049  194
2019-12-03 13:33:48	1	9527	200046	1	192.168.0.116.19316  0
2019-12-03 14:04:54	1	9527	200046	1	192.168.0.116.22254  0
2019-12-03 17:37:02	1	9527	200046	1	192.168.0.116.36829  0
2019-12-03 18:51:33	1	1024	200047	1	192.168.0.116.44625  0
