2019-10-29 09:59:21	1	aaa	200011	3	1020
2019-10-29 09:59:39	1	aaa	200011	5	1030
2019-10-29 10:06:30	1	1111	200013	10	1051
2019-10-29 10:16:43	1	1111	200013	10	1060
2019-10-29 10:16:52	1	1111	200013	11	1061
2019-10-29 10:17:02	1	1111	200013	11	1070
2019-10-29 10:17:16	1	1111	200013	12	1071
2019-10-29 10:17:28	1	1111	200013	12	1080
2019-10-29 11:32:32	1	1111	200014	2	1000
2019-10-29 11:32:44	1	1111	200014	3	1010
2019-10-29 11:32:59	1	1111	200014	3	1020
2019-10-29 11:33:19	1	1111	200014	5	1030
2019-10-29 11:33:40	1	1111	200014	6	1040
