2019-12-13 10:13:29	1	15	200042	1	192.168.0.134.51406  3
2019-12-13 10:17:47	1	15	200042	1	192.168.0.134.51705  26
2019-12-13 10:23:06	1	15	200042	1	192.168.0.134.52342  6
2019-12-13 11:07:25	1	15	200042	1	192.168.0.134.56281  16
2019-12-13 11:15:26	1	15	200042	1	192.168.0.134.57156  28
2019-12-13 11:51:44	1	111	200045	1	192.168.0.186.50001  0
2019-12-13 12:00:54	1	15	200042	1	192.168.0.134.61095  10
2019-12-13 12:14:18	1	15	200042	1	192.168.0.134.62261  34
2019-12-13 12:15:11	1	15	200042	1	192.168.0.134.62705  0
2019-12-13 12:15:37	1	111	200045	1	192.168.0.186.50212  0
2019-12-13 12:16:32	1	15	200042	1	192.168.0.134.62809  18
2019-12-13 12:17:35	1	15	200042	1	192.168.0.134.62918  13
2019-12-13 12:19:38	1	15	200042	1	192.168.0.134.63016  8
2019-12-13 12:22:17	1	15	200042	1	192.168.0.134.63263  14
2019-12-13 12:33:23	1	15	200042	1	192.168.0.134.64489  7
2019-12-13 12:35:15	1	15	200042	1	192.168.0.134.64642  4
2019-12-13 12:39:30	1	15	200042	1	192.168.0.134.64816  2
2019-12-13 12:40:10	1	15	200042	1	192.168.0.134.65130  4
2019-12-13 12:45:04	1	15	200042	1	192.168.0.134.65420  9
2019-12-13 12:50:10	1	15	200042	1	192.168.0.134.49539  14
2019-12-13 14:24:13	1	15	200042	1	192.168.0.134.57945  13
2019-12-13 14:25:10	1	15	200042	1	192.168.0.134.58097  19
2019-12-13 14:30:27	1	15	200042	1	192.168.0.134.58420  15
2019-12-13 14:35:20	1	15	200042	1	192.168.0.134.58756  0
2019-12-13 14:38:02	1	15	200042	1	192.168.0.134.58858  258
2019-12-13 15:10:44	1	111	200045	1	192.168.0.186.51448  0
2019-12-13 15:16:48	1	15	200042	1	192.168.0.134.61450  10
2019-12-13 15:17:02	1	251	200055	1	192.168.0.116.33917  37
2019-12-13 15:41:14	1	15	200042	1	192.168.0.134.62647  3
2019-12-13 15:44:53	1	15	200042	1	192.168.0.134.63386  32
2019-12-13 18:36:59	1	11111111	200066	1	192.168.0.158.63588  10
2019-12-13 18:38:29	1	111	200045	1	192.168.0.154.62391  10
2019-12-13 18:39:10	1	132131	200061	1	192.168.0.103.50018  24
2019-12-13 18:39:17	1	111	200045	1	192.168.0.188.6649  12
2019-12-13 18:49:04	1	111	200045	1	192.168.0.188.6664  17
2019-12-13 19:01:42	1	15	200042	1	192.168.0.134.61879  0
2019-12-13 19:02:07	1	555	200064	1	192.168.0.186.54245  8
2019-12-13 19:04:31	1	221332	200071	1	192.168.0.129.57450  10
2019-12-13 19:16:22	1	111	200045	1	192.168.0.154.62572  17
2019-12-13 19:18:13	1	11111111	200066	1	192.168.0.158.63984  8
