2019-12-05 10:44:05	1	1024	200047	1	192.168.0.116.30551  0
2019-12-05 11:08:28	1	1024	200047	1	192.168.0.116.33381  0
2019-12-05 11:08:31	1	9527	200046	1	192.168.0.116.33431  0
2019-12-05 16:18:35	1	111	200045	1	192.168.0.134.55345  0
2019-12-05 18:40:32	1	17	200044	1	192.168.0.134.53488  8
2019-12-05 18:41:13	1	17	200044	1	192.168.0.134.53513  0
2019-12-05 18:43:15	1	1024	200047	1	192.168.0.116.16094  1
2019-12-05 18:47:25	1	15	200042	1	192.168.0.134.53528  6
2019-12-05 18:48:44	1	16	200043	1	192.168.0.134.53556  25
2019-12-05 18:55:28	1	15	200042	1	192.168.0.134.53636  18
2019-12-05 18:58:47	1	15	200042	1	192.168.0.134.53655  0
