2019-12-02 15:13:07	1 15	200042	1	192.168.0.134.56236 
2019-12-02 15:13:28	1 111	200045	1	192.168.0.134.58810 
2019-12-02 15:17:06	1 16	200043	1	192.168.0.134.56261 
2019-12-02 15:49:14	1 17	200044	1	192.168.0.134.56406 
2019-12-02 15:50:15	1 111	200045	1	192.168.0.134.60531 
2019-12-02 16:18:37	1 9527	200046	1	192.168.0.116.19138 
2019-12-02 16:20:14	1 9527	200046	1	192.168.0.116.19362 
2019-12-02 16:37:43	1 9527	200046	1	192.168.0.116.20679 
2019-12-02 16:44:00	1 9527	200046	1	192.168.0.116.21368 
2019-12-02 17:08:25	1 111	200045	1	192.168.0.134.64121 
2019-12-02 17:10:01	1 111	200045	1	192.168.0.134.64237 
2019-12-02 17:54:26	1 9527	200046	1	192.168.0.116.25874 
2019-12-02 17:57:04	1 9527	200046	1	192.168.0.116.26153 
2019-12-02 18:14:51	1 9527	200046	1	192.168.0.116.27274 
2019-12-02 18:18:31	1 1024	200047	1	192.168.0.116.27705 
