2019-09-10 14:54:16	1	test1	200008	1	2	0	1	10850	11450
2019-09-10 14:54:43	1	test1	200008	2	3	10	1	12350	8750
2019-09-10 14:55:46	1	test1	200008	3	4	47	1	11750	2250
2019-09-10 14:55:56	1	test1	200008	4	5	134	1	9750	3250
2019-09-10 14:56:17	1	test1	200008	5	6	316	1	5350	5950
2019-09-10 15:00:07	1	test1	200008	6	8	506	1	3050	11350
2019-09-10 15:06:04	1	test1	200008	8	10	704	1	5350	11350
2019-09-10 16:22:22	1	test1	200009	1	2	0	1	11050	12050
2019-09-10 16:22:55	1	test1	200009	2	3	10	1	12550	8450
2019-09-10 16:23:38	1	test1	200009	3	4	47	1	12150	2250
2019-09-10 16:23:47	1	test1	200009	4	5	134	1	9750	3250
2019-09-10 16:24:12	1	test1	200009	5	6	407	1	5350	5950
2019-09-10 16:24:45	1	test1	200009	6	8	692	1	3450	11350
2019-09-10 16:25:01	1	test1	200009	8	10	890	1	5350	11350
2019-09-10 16:25:19	1	test1	200009	10	11	890	1	9250	10050
2019-09-10 16:25:53	1	test1	200009	11	12	890	1	12650	11050
