2019-09-09 11:22:13	1	123456789	200007	53	1831
2019-09-09 11:22:15	1	123456789	200007	54	1840
2019-09-09 11:55:16	1	123456789	200007	54	1841
2019-09-09 11:55:32	1	123456789	200007	55	1850
2019-09-09 11:55:38	1	123456789	200007	55	1851
2019-09-09 11:57:32	1	123456789	200007	56	1852
2019-09-09 11:57:38	1	123456789	200007	56	1853
2019-09-09 12:16:16	1	123456789	200007	57	20057
2019-09-09 12:18:44	1	123456789	200006	3	1010
2019-09-09 12:18:59	1	123456789	200006	3	1020
2019-09-09 12:19:17	1	123456789	200006	5	1030
2019-09-09 12:19:36	1	123456789	200006	6	1040
2019-09-09 12:20:00	1	123456789	200006	8	1050
2019-09-09 12:20:32	1	123456789	200006	10	1051
2019-09-09 12:22:37	1	123456789	200006	10	1060
2019-09-09 12:23:12	1	123456789	200006	11	1061
2019-09-09 12:28:00	1	123456789	200007	58	20047
2019-09-09 12:29:36	1	123456789	200007	58	20045
2019-09-09 13:34:11	1	123456789	200007	59	20060
2019-09-09 16:17:22	1	123456789	200006	11	1070
2019-09-09 16:17:31	1	123456789	200006	12	1071
2019-09-09 16:17:33	1	123456789	200006	12	1080
2019-09-09 16:18:08	1	123456789	200006	13	1090
2019-09-09 16:18:39	1	123456789	200006	15	1100
2019-09-09 16:19:17	1	123456789	200006	17	1110
2019-09-09 16:31:21	1	123456789	200006	19	1120
2019-09-09 17:38:17	1	123456789	200006	21	1130
2019-09-09 17:39:36	1	123456789	200005	11	1061
2019-09-09 17:39:42	1	123456789	200005	11	1070
