2019-09-09 11:22:15	1	123456789	200007	53	54	221832	4	8950	9850
2019-09-09 11:55:32	1	123456789	200007	54	55	434420	4	14150	9850
2019-09-09 11:57:32	1	123456789	200007	55	56	281993	4	10750	13250
2019-09-09 12:16:16	1	123456789	200007	56	57	186323	4	7450	11550
2019-09-09 12:18:44	1	123456789	200006	2	3	10	1	12350	8750
2019-09-09 12:19:07	1	123456789	200006	3	4	47	1	12650	4150
2019-09-09 12:19:17	1	123456789	200006	4	5	133	1	9950	3650
2019-09-09 12:19:36	1	123456789	200006	5	6	313	1	5350	5950
2019-09-09 12:20:00	1	123456789	200006	6	8	501	1	3050	11350
2019-09-09 12:20:32	1	123456789	200006	8	10	697	1	5350	11350
2019-09-09 12:23:12	1	123456789	200006	10	11	697	1	9050	10394
2019-09-09 12:28:00	1	123456789	200007	57	58	7919	4	5850	11050
2019-09-09 13:34:11	1	123456789	200007	58	59	273309	4	2350	7650
2019-09-09 16:17:31	1	123456789	200006	11	12	697	1	12650	11050
2019-09-09 16:18:08	1	123456789	200006	12	13	697	1	10450	15350
2019-09-09 16:18:39	1	123456789	200006	13	15	997	1	10750	17050
2019-09-09 16:19:17	1	123456789	200006	15	17	1309	1	14150	14850
2019-09-09 16:31:21	1	123456789	200006	17	19	1630	1	15350	11250
2019-09-09 17:38:17	1	123456789	200006	19	21	1960	1	15750	6050
2019-09-09 17:39:36	1	123456789	200005	10	11	731	1	9250	10050
