2019-09-09 11:23:26	1	123456789	200007	5758	5926
2019-09-09 12:06:11	1	123456789	200007	5926	6127
2019-09-09 12:07:02	1	123456789	200007	6127	6325
2019-09-09 12:11:36	1	123456789	200007	6325	6528
2019-09-09 13:41:31	1	123456789	200007	6528	6905
2019-09-09 13:41:31	1	123456789	200007	6905	7250
2019-09-09 13:41:31	1	123456789	200007	7250	7748
2019-09-09 13:41:31	1	123456789	200007	7748	8210
2019-09-09 13:57:27	1	123456789	200007	8210	8401
2019-09-09 13:59:36	1	123456789	200007	8401	8588
2019-09-09 14:12:22	1	123456789	200007	8588	8784
