2019-12-16 10:07:31	1 251	200055	1	192.168.0.116.4268 
2019-12-16 10:23:54	1 15	200042	1	192.168.0.188.2358 
2019-12-16 11:24:19	1 251	200055	1	192.168.0.116.12612 
2019-12-16 11:56:04	1 555	200064	1	192.168.0.186.56976 
2019-12-16 17:34:40	1 251	200055	1	192.168.0.116.39972 
2019-12-16 17:36:07	1 251	200055	1	192.168.0.116.40126 
2019-12-16 17:37:09	1 1024	200047	1	192.168.0.116.40174 
2019-12-16 17:50:57	1 1024	200047	1	192.168.0.116.41732 
2019-12-16 17:52:55	1 1024	200047	1	192.168.0.116.41939 
2019-12-16 18:15:02	1 1024	200047	1	192.168.0.116.43036 
2019-12-16 19:02:58	1 1024	200047	1	192.168.0.116.45085 
2019-12-16 19:11:22	1 1024	200047	1	192.168.0.116.45772 
2019-12-16 19:22:15	1 1024	200047	1	192.168.0.116.46662 
2019-12-16 19:28:47	1 1024	200047	1	192.168.0.116.47173 
