2019-10-28 13:26:42	1	1111	200015	1	192.168.2.243.53284  0
2019-10-28 14:49:35	1	1111	200013	8	192.168.2.243.55827  0
2019-10-28 14:52:02	1	1111	200013	8	192.168.2.243.55869  0
2019-10-28 15:47:14	1	1111	200013	8	192.168.2.243.55893  0
2019-10-28 15:48:52	1	1111	200013	8	192.168.2.243.56596  0
2019-10-28 15:51:19	1	1111	200014	1	192.168.2.243.56684  0
2019-10-28 15:55:03	1	1111	200013	8	192.168.2.243.56698  0
2019-10-28 16:03:56	1	1111	200014	1	192.168.2.243.56848  0
2019-10-28 16:17:12	1	1111	200013	8	192.168.2.243.56863  0
2019-10-28 16:19:58	1	1111	200013	8	192.168.2.243.57051  0
2019-10-28 16:20:41	1	1111	200013	8	192.168.2.243.57101  0
2019-10-28 16:22:11	1	1111	200013	8	192.168.2.243.57181  0
2019-10-28 16:33:28	1	1111	200013	8	192.168.2.243.57292  0
2019-10-28 16:50:50	1	1111	200013	8	192.168.2.243.57634  0
2019-10-28 16:58:21	1	1111	200013	8	192.168.2.243.58037  0
2019-10-28 17:10:42	1	1111	200013	8	192.168.2.243.58473  0
2019-10-28 17:11:44	1	1111	200013	8	192.168.2.243.58490  3
2019-10-28 17:42:59	1	1111	200013	8	192.168.2.243.59472  0
2019-10-28 17:45:43	1	1111	200013	8	192.168.2.243.59509  0
2019-10-28 17:47:38	1	1111	200013	8	192.168.2.243.59558  0
2019-10-28 17:55:27	1	1111	200013	8	192.168.2.243.59803  0
2019-10-28 17:55:52	1	1111	200013	8	192.168.2.243.59819  0
2019-10-28 17:58:08	1	1111	200013	8	192.168.2.243.59855  0
2019-10-28 18:03:31	1	1111	200013	8	192.168.2.243.59877  0
2019-10-28 18:23:54	1	1111	200013	8	192.168.2.243.59990  0
2019-10-28 18:26:34	1	1111	200013	8	192.168.2.243.60326  0
2019-10-28 18:26:59	1	1111	200013	8	192.168.2.243.60347  0
2019-10-28 18:33:47	1	1111	200013	8	192.168.2.243.60381  0
